CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,Categoria,Entidad,AreaOperativa,Departamento,Municipio,FechaInstalacion,FechaSuspension,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-22 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-23 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-24 00:00,18.5,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-25 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-26 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-27 00:00,18.3,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-28 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-29 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-30 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-10-31 00:00,38.8,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-11-01 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-11-02 00:00,0,50,,900
26200130,BOLOMBOLO [26200130],5.9681,-75.8374,530,Pluviométrica,INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES,Area Operativa 01 - Antioquia-Chocó,Antioquia,Venecia,15/05/1980 00:00,,PRECIPITACION,PTPM_CON,Día pluviométrico (convencional),Diaria,2020-11-03 00:00,0,50,,900
